id_avaliacao,filosofo,id_filosofo,materia,id_materia,classificacao,cor,justificativa
A931,Francis Bacon,F02,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,"Baseia-se em superstição, crenças irracionais e observação defeituosa. São enganações que atrapalham o verdadeiro progresso prático."
A932,Francis Bacon,F02,Pedagogia,M32,Não Ciência,Cinza,"Saberes civis e de convenção humana. Busca a ordem, não a descoberta das leis da natureza."
A933,Francis Bacon,F02,Política,M33,Não Ciência,Cinza,"Saberes civis e de convenção humana. Busca a ordem, não a descoberta das leis da natureza."
A934,Francis Bacon,F02,Psicanálise,M34,Pseudociência,Vermelho,"Para Bacon, seria puro Ídolo do Teatro: sistemas de pensamento fechados que forçam os fatos a se curvarem às teorias de seus criadores, em vez de deixar os fatos falarem por si."
A935,Francis Bacon,F02,Química Analítica ,M35,Ciência,Verde,"Observa a natureza de forma metódica para extrair suas leis (as ""formas"")."
A936,Francis Bacon,F02,Física - Química ,M35,Ciência,Verde,"Observa a natureza de forma metódica para extrair suas leis (as ""formas"")."
A937,Francis Bacon,F02,Quiropraxia,M36,Pseudociência,Vermelho,"Baseia-se em superstição, crenças irracionais e observação defeituosa. São enganações que atrapalham o verdadeiro progresso prático."
A938,Francis Bacon,F02,Religião,M37,Não Ciência,Cinza,"Conhecimento baseado em revelação e fé. Bacon afirmava que não se deve buscar a natureza nas escrituras, nem Deus nos tubos de ensaio."
A939,Francis Bacon,F02,Sociologia,M38,Ciência,Verde,"Se limitado estritamente à coleta de dados e indução de padrões de comportamento real, Bacon as aceitaria como ramos práticos da filosofia humana (embora seu foco fosse a matéria)."
A940,Francis Bacon,F02,Teologia,M39,Não Ciência,Cinza,"Conhecimento baseado em revelação e fé. Bacon afirmava que não se deve buscar a natureza nas escrituras, nem Deus nos tubos de ensaio."
A941,Francis Bacon,F02,Teoria das Cordas,M40,Pseudociência,Vermelho,"Para ele, criar matemática complexa sem nenhuma observação empírica é ""girar teias de aranha da própria mente"" (crítica que ele fazia aos escolásticos aristotélicos). É um delírio racionalista."
A942,Francis Bacon,F02,Terraplanismo,M41,Pseudociência,Vermelho,"Baseia-se em superstição, crenças irracionais e observação defeituosa. São enganações que atrapalham o verdadeiro progresso prático."
A943,Francis Bacon,F02,Atomismo,M42,Ciência,Verde,"Apoiado em experimentação física, seria aprovado."
A944,Francis Bacon,F02,Criticismo literário,M43,Não Ciência,Cinza,"Pertence à faculdade da ""Imaginação"" e à estética. Não busca a verdade empírica."
A945,Sven Ove Hansson,F10,Acupuntura,M01,Pseudociência,Vermelho,"Incursão pseudocientífica no domínio da Medicina. Alega confiabilidade científica, mas seus métodos não se sustentam."
A946,Sven Ove Hansson,F10,Alquimia,M02,Pseudociência,Vermelho,"Se praticada hoje alegando resultados reais, é pseudociência (no passado foi protociência, pois não havia alternativa mais confiável)."
A947,Sven Ove Hansson,F10,Antropologia Biológica,M03.1,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A948,Sven Ove Hansson,F10,Arqueologia,M03.2,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A949,Sven Ove Hansson,F10,Antropologia Cultural/Social,M03.3,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A950,Sven Ove Hansson,F10,Antropologia Linguística,M03.4,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A951,Sven Ove Hansson,F10,Artes Visuais,M04.1,Não Ciência,Cinza,Atividades de criação e expressão estética. Não faz afirmações sobre como o mundo natural ou histórico funciona.
A952,Sven Ove Hansson,F10,Artes Cênicas,M04.2,Não Ciência,Cinza,Atividades de criação e expressão estética. Não faz afirmações sobre como o mundo natural ou histórico funciona.
A953,Sven Ove Hansson,F10,Artes Musicais,M04.3,Não Ciência,Cinza,Atividades de criação e expressão estética. Não faz afirmações sobre como o mundo natural ou histórico funciona.
A954,Sven Ove Hansson,F10,Artes Aplicadas e Design,M04.4,Não Ciência,Cinza,Atividades de criação e expressão estética. Não faz afirmações sobre como o mundo natural ou histórico funciona.
A955,Sven Ove Hansson,F10,Astrologia,M05,Pseudociência,Vermelho,Incursão pseudocientífica na astronomia. Falha catastroficamente no critério de confiabilidade.
A956,Sven Ove Hansson,F10,Astronomia,M06,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A957,Sven Ove Hansson,F10,Ecologia,M07.1,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A958,Sven Ove Hansson,F10,Biologia Molecular,M07.2,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A959,Sven Ove Hansson,F10,Biorritmos,M08,Pseudociência,Vermelho,"Incursão pseudocientífica no domínio da Medicina. Alega confiabilidade científica, mas seus métodos não se sustentam."
A960,Sven Ove Hansson,F10,Criacionismo,M09,Pseudociência,Vermelho,Tentativa clara (e apontada textualmente por Hansson) de vestir dogmas religiosos com jaleco de laboratório para invadir o domínio da biologia evolutiva.
A961,Sven Ove Hansson,F10,Design Inteligente,M10,Pseudociência,Vermelho,Tentativa clara (e apontada textualmente por Hansson) de vestir dogmas religiosos com jaleco de laboratório para invadir o domínio da biologia evolutiva.
A962,Sven Ove Hansson,F10,Direito,M11,Não Ciência,Cinza,"Se entendida como a prática política e o sistema normativo de leis (o que devemos fazer), são não ciências. (O estudo dela — Ciência Política ou Jurisprudência — seria ciência na visão de Hansson)."
A963,Sven Ove Hansson,F10,Microeconomia,M12.1,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A964,Sven Ove Hansson,F10,Macroeconomia,M12.2,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A965,Sven Ove Hansson,F10,Economia aplicada,M12.3,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A966,Sven Ove Hansson,F10,Engenharia de pesca,M13.1,Ciência,Verde,Usam o melhor conhecimento confiável para resolver problemas práticos.
A967,Sven Ove Hansson,F10,Engenharia aeroespacial,M13.2,Ciência,Verde,Usam o melhor conhecimento confiável para resolver problemas práticos.
A968,Sven Ove Hansson,F10,Esportes,M14,Não Ciência,Cinza,Prática física e recreativa.
A969,Sven Ove Hansson,F10,Filosofia - Estética,M15.1,Ciência,Verde,"Para Hansson, o estudo sistemático da história ou da literatura gera o conhecimento mais confiável sobre o passado e os textos, logo, é atividade científica (""Wissenschaft"")."
A970,Sven Ove Hansson,F10,Filosofia - Ética,M15.2,Ciência,Verde,"Para Hansson, o estudo sistemático da história ou da literatura gera o conhecimento mais confiável sobre o passado e os textos, logo, é atividade científica (""Wissenschaft"")."
A971,Sven Ove Hansson,F10,Filosofia - Metafísica,M15.3,Ciência,Verde,"Para Hansson, o estudo sistemático da história ou da literatura gera o conhecimento mais confiável sobre o passado e os textos, logo, é atividade científica (""Wissenschaft"")."
A972,Sven Ove Hansson,F10,Filosofia - Epistemologia,M15.4,Ciência,Verde,"Para Hansson, o estudo sistemático da história ou da literatura gera o conhecimento mais confiável sobre o passado e os textos, logo, é atividade científica (""Wissenschaft"")."
A973,Sven Ove Hansson,F10,Filosofia - Lógica,M15.5,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A974,Sven Ove Hansson,F10,Física,M18,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A975,Sven Ove Hansson,F10,Frenologia,M19,Pseudociência,Vermelho,Incursão pseudocientífica na biologia humana. Falha catastroficamente no critério de confiabilidade.
A976,Sven Ove Hansson,F10,Geografia Física,M20.1,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A977,Sven Ove Hansson,F10,Geografia Humana,M20.2,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A978,Sven Ove Hansson,F10,Geotecnologias,M20.3,Ciência,Verde,Usam o melhor conhecimento confiável para resolver problemas práticos.
A979,Sven Ove Hansson,F10,História,M21,Ciência,Verde,"Para Hansson, o estudo sistemático da história ou da literatura gera o conhecimento mais confiável sobre o passado e os textos, logo, é atividade científica (""Wissenschaft"")."
A980,Sven Ove Hansson,F10,Homeopatia,M22,Pseudociência,Vermelho,"Incursão pseudocientífica no domínio da Medicina. Alega confiabilidade científica, mas seus métodos não se sustentam."
A981,Sven Ove Hansson,F10,Linguística Formal,M23,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A982,Sven Ove Hansson,F10,Literatura,M24,Não Ciência,Cinza,Atividades de criação e expressão estética. Não faz afirmações sobre como o mundo natural ou histórico funciona.
A983,Sven Ove Hansson,F10,Marxismo,M25,Pseudociência,Vermelho,"Quando se apresenta como uma ciência infalível que prevê o futuro da sociedade ignorando evidências contrárias, cai na pseudociência. (A análise marxista acadêmica aberta à revisão, no entanto, é ciência social)."
A984,Sven Ove Hansson,F10,Matemática,M26,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A985,Sven Ove Hansson,F10,Medicina,M27,Ciência,Verde,Usam o melhor conhecimento confiável para resolver problemas práticos.
A986,Sven Ove Hansson,F10,Psicologia,M28,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A987,Sven Ove Hansson,F10,Mitologia explicativa (Etiológica),M29,Não Ciência,Cinza,"Narrativas culturais tradicionais que hoje são compreendidas como literatura/cultura, e não como descrições literais de fatos."
A988,Sven Ove Hansson,F10,Mitologia Narrativa (Épica),M29,Não Ciência,Cinza,"Narrativas culturais tradicionais que hoje são compreendidas como literatura/cultura, e não como descrições literais de fatos."
A989,Sven Ove Hansson,F10,Neurociência,M30,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A990,Sven Ove Hansson,F10,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,"Finge seguir o protocolo científico de laboratório, mas se recusa a aceitar os resultados negativos constantes, o que destrói sua confiabilidade."
A991,Sven Ove Hansson,F10,Pedagogia,M32,Ciência,Verde,Usam o melhor conhecimento confiável para resolver problemas práticos.
A992,Sven Ove Hansson,F10,Política,M33,Não Ciência,Cinza,"Se entendida como a prática política e o sistema normativo de leis (o que devemos fazer), são não ciências. (O estudo dela — Ciência Política ou Jurisprudência — seria ciência na visão de Hansson)."
A993,Sven Ove Hansson,F10,Psicanálise,M34,Pseudociência,Vermelho,"Hansson frequentemente concorda que, quando a psicanálise tenta se blindar de críticas empíricas enquanto alega curar e explicar cientificamente a mente, age de forma pseudocientífica."
A994,Sven Ove Hansson,F10,Química Analítica ,M35,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A995,Sven Ove Hansson,F10,Física - Química ,M35,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A996,Sven Ove Hansson,F10,Quiropraxia,M36,Pseudociência,Vermelho,"Incursão pseudocientífica no domínio da Medicina. Alega confiabilidade científica, mas seus métodos não se sustentam."
A997,Sven Ove Hansson,F10,Religião,M37,Não Ciência,Cinza,"Práticas de fé. Segundo Hansson, a religião só vira pseudociência quando tenta competir no mesmo terreno da ciência (ex: o Criacionismo tentando refutar a idade geológica da Terra). Se for apenas uma crença moral/espiritual pessoal sem pretensões sobre fatos naturais, é Não Ciência."
A998,Sven Ove Hansson,F10,Sociologia,M38,Ciência,Verde,"Se encaixa perfeitamente na demarcação de Sven Ove Hanss, essa matéria busca explicar o conhecimento no contexto historico que estamos."
A999,Sven Ove Hansson,F10,Teologia,M39,Não Ciência,Cinza,"Práticas de fé. Segundo Hansson, a religião só vira pseudociência quando tenta competir no mesmo terreno da ciência (ex: o Criacionismo tentando refutar a idade geológica da Terra). Se for apenas uma crença moral/espiritual pessoal sem pretensões sobre fatos naturais, é Não Ciência."
A1000,Sven Ove Hansson,F10,Teoria das Cordas,M40,Ciência,Verde,"Embora careça de testes empíricos, seus praticantes não burlam as regras da comunidade científica nem forjam dados; é uma hipótese trabalhando dentro dos limites da confiabilidade acadêmica atual."
A1001,Sven Ove Hansson,F10,Terraplanismo,M41,Pseudociência,Vermelho,Incursão pseudocientífica na geografia. Falha catastroficamente no critério de confiabilidade.
A1002,Sven Ove Hansson,F10,Atomismo,M42,Ciência,Verde,Ciência (física/química estabelecida).
A1003,Sven Ove Hansson,F10,Criticismo literário,M43,Ciência,Verde,"Para Hansson, o estudo sistemático da história ou da literatura gera o conhecimento mais confiável sobre o passado e os textos, logo, é atividade científica (""Wissenschaft"")."
A1004,Thomas Kuhn,F14,Acupuntura,M01,Pseudociência,Vermelho,Opera em completa estagnação. Seus praticantes não estão descobrindo coisas novas sobre meridianos ou memórias da água; eles operam com paradigmas dogmáticos onde falhas nos testes não geram reformulação teórica.
A1005,Thomas Kuhn,F14,Alquimia,M02,Pseudociência,Vermelho,"São Paradigmas Mortos. Foram superados por revoluções científicas (pela química e pela neurociência). Tentar praticá-los hoje, rejeitando a revolução científica que os destruiu, é praticar pseudociência."
A1006,Thomas Kuhn,F14,Antropologia Biológica,M03.1,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1007,Thomas Kuhn,F14,Arqueologia,M03.2,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1008,Thomas Kuhn,F14,Antropologia Cultural/Social,M03.3,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1009,Thomas Kuhn,F14,Antropologia Linguística,M03.4,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1010,Thomas Kuhn,F14,Artes Visuais,M04.1,Não ciência,Cinza,Produção estética e narrativa. Não opera por paradigmas científicos.
A1011,Thomas Kuhn,F14,Artes Cênicas,M04.2,Não ciência,Cinza,Produção estética e narrativa. Não opera por paradigmas científicos.
A1012,Thomas Kuhn,F14,Artes Musicais,M04.3,Não ciência,Cinza,Produção estética e narrativa. Não opera por paradigmas científicos.
A1013,Thomas Kuhn,F14,Artes Aplicadas e Design,M04.4,Não ciência,Cinza,Produção estética e narrativa. Não opera por paradigmas científicos.
A1014,Thomas Kuhn,F14,Astrologia,M05,Pseudociência,Vermelho,"É o exemplo central de Kuhn em sua famosa disputa com Karl Popper. Quando uma previsão falhava, os astrólogos culpavam a complexidade dos mapas astrais ou um erro de cálculo individual, mas nunca tentavam revisar o ""paradigma astrológico"" para resolver a anomalia. Não há progressão, apenas estagnação."
A1015,Thomas Kuhn,F14,Astronomia,M06,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1016,Thomas Kuhn,F14,Ecologia,M07.1,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1017,Thomas Kuhn,F14,Biologia Molecular,M07.2,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1018,Thomas Kuhn,F14,Biorritmos,M08,Pseudociência,Vermelho,Opera em completa estagnação. Seus praticantes não estão descobrindo coisas novas sobre meridianos ou memórias da água; eles operam com paradigmas dogmáticos onde falhas nos testes não geram reformulação teórica.
A1019,Thomas Kuhn,F14,Criacionismo,M09,Pseudociência,Vermelho,"Não existe ciência normal aqui. Não há quebra-cabeças teóricos sendo resolvidos (como ""calcular"" a ação de Deus); há apenas a rejeição do paradigma da biologia para tentar inserir um dogma religioso."
A1020,Thomas Kuhn,F14,Design Inteligente,M10,Pseudociência,Vermelho,"Não existe ciência normal aqui. Não há quebra-cabeças teóricos sendo resolvidos (como ""calcular"" a ação de Deus); há apenas a rejeição do paradigma da biologia para tentar inserir um dogma religioso."
A1021,Thomas Kuhn,F14,Direito,M11,Não ciência,Cinza,"Sistemas de regulação social. O ""paradigma"" aqui é a lei escrita, mas o objetivo é normativo, não explicativo do universo."
A1022,Thomas Kuhn,F14,Microeconomia,M12.1,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1023,Thomas Kuhn,F14,Macroeconomia,M12.2,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1024,Thomas Kuhn,F14,Economia aplicada,M12.3,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1025,Thomas Kuhn,F14,Engenharia de pesca,M13.1,Ciência,Verde,"Ciência aplicada. Trabalha subordinado aos paradigmas da física, biologia e química para resolver quebra-cabeças de ordem prática."
A1026,Thomas Kuhn,F14,Engenharia aeroespacial,M13.2,Ciência,Verde,"Ciência aplicada. Trabalha subordinado aos paradigmas da física, biologia e química para resolver quebra-cabeças de ordem prática."
A1027,Thomas Kuhn,F14,Esportes,M14,Não ciência,Cinza,Atividade lúdica e física.
A1028,Thomas Kuhn,F14,Filosofia - Estética,M15.1,Não ciência,Cinza,"Ocupa-se de debater significados, valores e o passado, não de resolver quebra-cabeças sob regras inquestionáveis."
A1029,Thomas Kuhn,F14,Filosofia - Ética,M15.2,Não ciência,Cinza,"Ocupa-se de debater significados, valores e o passado, não de resolver quebra-cabeças sob regras inquestionáveis."
A1030,Thomas Kuhn,F14,Filosofia - Metafísica,M15.3,Não ciência,Cinza,"Ocupa-se de debater significados, valores e o passado, não de resolver quebra-cabeças sob regras inquestionáveis."
A1031,Thomas Kuhn,F14,Filosofia - Epistemologia,M15.4,Não ciência,Cinza,"Ocupa-se de debater significados, valores e o passado, não de resolver quebra-cabeças sob regras inquestionáveis."
A1032,Thomas Kuhn,F14,Filosofia - Lógica,M15.5,Ciência,Verde,"Embora Kuhn focasse nas ciências empíricas, ela operam sob paradigmas axiomáticos rigorosos onde os profissionais resolvem quebra-cabeças complexos sem debater as regras do jogo o tempo todo."
A1033,Thomas Kuhn,F14,Física,M18,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1034,Thomas Kuhn,F14,Frenologia,M19,Pseudociência,Vermelho,"São Paradigmas Mortos. Foram superados por revoluções científicas (pela química e pela neurociência). Tentar praticá-los hoje, rejeitando a revolução científica que os destruiu, é praticar pseudociência."
A1035,Thomas Kuhn,F14,Geografia Física,M20.1,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1036,Thomas Kuhn,F14,Geografia Humana,M20.2,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1037,Thomas Kuhn,F14,Geotecnologias,M20.3,Ciência,Verde,"Ciência aplicada. Trabalha subordinado aos paradigmas da física, biologia e química para resolver quebra-cabeças de ordem prática."
A1038,Thomas Kuhn,F14,História,M21,Não ciência,Cinza,"Ocupa-se de debater significados, valores e o passado, não de resolver quebra-cabeças sob regras inquestionáveis."
A1039,Thomas Kuhn,F14,Homeopatia,M22,Pseudociência,Vermelho,Opera em completa estagnação. Seus praticantes não estão descobrindo coisas novas sobre meridianos ou memórias da água; eles operam com paradigmas dogmáticos onde falhas nos testes não geram reformulação teórica.
A1040,Thomas Kuhn,F14,Linguística Formal,M23,Ciência,Verde,"Embora Kuhn focasse nas ciências empíricas, ela operam sob paradigmas axiomáticos rigorosos onde os profissionais resolvem quebra-cabeças complexos sem debater as regras do jogo o tempo todo."
A1041,Thomas Kuhn,F14,Literatura,M24,Não ciência,Cinza,Produção estética e narrativa. Não opera por paradigmas científicos.
A1042,Thomas Kuhn,F14,Marxismo,M25,Pseudociência,Vermelho,"Kuhn diria que, assim como as outras ciências sociais pré-paradigmáticas, elas funcionam mais como seitas ou escolas de filosofia. O problema é que seus seguidores frequentemente tratam essas teorias como paradigmas infalíveis, recorrendo a interpretações flexíveis em vez de resolverem quebra-cabeças de forma rigorosa quando os fatos dão errado."
A1043,Thomas Kuhn,F14,Matemática,M26,Ciência,Verde,"Embora Kuhn focasse nas ciências empíricas, ela operam sob paradigmas axiomáticos rigorosos onde os profissionais resolvem quebra-cabeças complexos sem debater as regras do jogo o tempo todo."
A1044,Thomas Kuhn,F14,Medicina,M27,Ciência,Verde,"Ciência aplicada. Trabalha subordinado aos paradigmas da física, biologia e química para resolver quebra-cabeças de ordem prática."
A1045,Thomas Kuhn,F14,Psicologia,M28,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1046,Thomas Kuhn,F14,Mitologia explicativa (Etiológica),M29,Não ciência,Cinza,Produção estética e narrativa. Não opera por paradigmas científicos.
A1047,Thomas Kuhn,F14,Mitologia Narrativa (Épica),M29,Não ciência,Cinza,Produção estética e narrativa. Não opera por paradigmas científicos.
A1048,Thomas Kuhn,F14,Neurociência,M30,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1049,Thomas Kuhn,F14,"Parapsicologia (Telepatia, Telecinese)",M31,Pseudociência,Vermelho,Comunidades que operam fora e contra o paradigma da física moderna. Eles não resolvem problemas construtivos; gastam todo o seu tempo apenas tentando (e falhando) provar que o paradigma principal está errado.
A1050,Thomas Kuhn,F14,Pedagogia,M32,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1051,Thomas Kuhn,F14,Política,M33,Não ciência,Cinza,"Sistemas de regulação social. O ""paradigma"" aqui é a lei escrita, mas o objetivo é normativo, não explicativo do universo."
A1052,Thomas Kuhn,F14,Psicanálise,M34,Pseudociência,Vermelho,"Kuhn diria que, assim como as outras ciências sociais pré-paradigmáticas, elas funcionam mais como seitas ou escolas de filosofia. O problema é que seus seguidores frequentemente tratam essas teorias como paradigmas infalíveis, recorrendo a interpretações flexíveis em vez de resolverem quebra-cabeças de forma rigorosa quando os fatos dão errado."
A1053,Thomas Kuhn,F14,Química Analítica ,M35,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1054,Thomas Kuhn,F14,Física - Química ,M35,Ciência,Verde,É o exemplo clássico de Kuhn. Possui paradigmas sólidos e comunidades dedicadas ao puzzle-solving.
A1055,Thomas Kuhn,F14,Quiropraxia,M36,Pseudociência,Vermelho,Opera em completa estagnação. Seus praticantes não estão descobrindo coisas novas sobre meridianos ou memórias da água; eles operam com paradigmas dogmáticos onde falhas nos testes não geram reformulação teórica.
A1056,Thomas Kuhn,F14,Religião,M37,Não ciência,Cinza,"Opera sob dogmas estáticos, não sob paradigmas que permitem a resolução de anomalias empíricas."
A1057,Thomas Kuhn,F14,Sociologia,M38,Não ciência,Cinza,"Kuhn considerava que as ciências sociais estão em um estágio pré-paradigmático. Os marxistas brigam com os liberais na economia; os behavioristas brigam com os cognitivistas na psicologia. Sem um paradigma único, não há ""ciência normal"", há apenas debate constante de fundamentos (como na filosofia)."
A1058,Thomas Kuhn,F14,Teologia,M39,Não ciência,Cinza,"Opera sob dogmas estáticos, não sob paradigmas que permitem a resolução de anomalias empíricas."
A1059,Thomas Kuhn,F14,Teoria das Cordas,M40,Ciência,Verde,"Ciência normal. Os físicos teóricos das cordas estão todos concordando com o mesmo conjunto de regras matemáticas (o paradigma) e resolvendo problemas extremamente difíceis dentro dele. Para Kuhn, a falta de teste empírico imediato não a tira da categoria de ciência, desde que a tradição de resolução de problemas continue ativa."
A1060,Thomas Kuhn,F14,Terraplanismo,M41,Pseudociência,Vermelho,Comunidades que operam fora e contra o paradigma da física moderna. Eles não resolvem problemas construtivos; gastam todo o seu tempo apenas tentando (e falhando) provar que o paradigma principal está errado.
A1061,Thomas Kuhn,F14,Atomismo,M42,Ciência,Verde,É o próprio paradigma fundacional da química moderna.
A1062,Thomas Kuhn,F14,Criticismo literário,M43,Não ciência,Cinza,"Ocupa-se de debater significados, valores e o passado, não de resolver quebra-cabeças sob regras inquestionáveis."
A1063,Massimo Pigliucci,F18,Acupuntura,M01,Pseudociência,Vermelho,"A premissa (""qi"" e meridianos) viola o rigor biológico. Testes clínicos robustos mostram que não supera o efeito placebo."
A1064,Massimo Pigliucci,F18,Alquimia,M02,Pseudociência,Vermelho,"Históricamente foi protociência, mas hoje é pseudociência. Não sobreviveu à química e não tem suporte empírico."
A1065,Massimo Pigliucci,F18,Antropologia Biológica,M03.1,Ciência,Verde,"Rigoroso empiricamente (fósseis, datação) com teorias evolutivas sólidas."
A1066,Massimo Pigliucci,F18,Arqueologia,M03.2,Ciência,Verde,"Rigoroso empiricamente (fósseis, datação) com teorias evolutivas sólidas."
A1067,Massimo Pigliucci,F18,Antropologia Cultural/Social,M03.3,Ciência,Verde,"Coletam dados reais, mas sofrem de baixo rigor teórico preditivo porque o comportamento humano é complexo e difícil de isolar."
A1068,Massimo Pigliucci,F18,Antropologia Linguística,M03.4,Ciência,Verde,"Coletam dados reais, mas sofrem de baixo rigor teórico preditivo porque o comportamento humano é complexo e difícil de isolar."
A1069,Massimo Pigliucci,F18,Artes Visuais,M04.1,Não Ciência,Cinza,Exploração estética e expressão humana. Não têm pretensão empírica.
A1070,Massimo Pigliucci,F18,Artes Cênicas,M04.2,Não Ciência,Cinza,Exploração estética e expressão humana. Não têm pretensão empírica.
